"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"cassini:CIRS_Specific_Attributes:1      ","Class","CIRS_Specific_Attributes","1.0.0.0","cassini","The CIRS Specific Attributes class provides local attributes used by CIRS observations and derived products.","atm","","","","","","","","","","",""
"cassini:CIRS_Specific_Attributes:2       cassini:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","cassini","The mission_phase_name identifies a time period within the mission.","atm","ASCII_Short_String_Preserved","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:CIRS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Launch","Value","Launch","","","1997-10-15 to 1997-10-17"
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_ir:1               ","Attribute","gain_mode_id_ir","n/a","cassini","The gain_mode_id_ir element identifies the gain state of the IR channel. Gain is a constant value which is multiplied with an instrument's output signal to increase or decrease the level of that output. In PDS3, for VIMS the keyword GAIN_MODE_ID was multi-valued, with the specific meaning of each value based on the order of the given values. For VIMS in PDS4, this keyword has been replaced by two specific attributes. Following is a list of PDS3 keyword position indicies and the corresponding PDS4 attribute. PDS3 PDS4 [1] gain_mode_id_ir [2] gain_mode_id_vis ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_ir:2                Value:LOW","Value","LOW","","","The gain setting for the IR channel was low."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_ir:2                Value:HIGH","Value","HIGH","","","The gain setting for the IR channel was high."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_ir:2                Value:N/A","Value","N/A","","","The IR channel was turned off."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_ir:2                Value:Not applicable","Value","Not applicable","","","The IR channel was turned off."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_vis:1              ","Attribute","gain_mode_id_vis","n/a","cassini","The gain_mode_id_vis element identifies the gain state of the visual channel. Gain is a constant value which is multiplied with an instrument's output signal to increase or decrease the level of that output. In PDS3, for VIMS the keyword GAIN_MODE_ID was multi-valued, with the specific meaning of each value based on the order of the given values. For VIMS in PDS4, this keyword has been replaced by two specific attributes. Following is a list of PDS3 keyword position indicies and the corresponding PDS4 attribute. PDS3 PDS4 [1] gain_mode_id_ir [2] gain_mode_id_vis ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_vis:2               Value:LOW","Value","LOW","","","The gain setting for the visual channel was low."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_vis:2               Value:HIGH","Value","HIGH","","","The gain setting for the visual channel was high."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_vis:2               Value:N/A","Value","N/A","","","The visual channel was turned off."
"cassini:VIMS_Specific_Attributes:2       cassini:gain_mode_id_vis:2               Value:Not applicable","Value","Not applicable","","","The visual channel was turned off."
"cassini:VIMS_Specific_Attributes:2       cassini:ground_software_version_id:1    ","Attribute","ground_software_version_id","n/a","cassini","The ground_software_version_id element identifies the version of the ground software used to acquire the image.Corresponds to the PDS3 keyword SOFTWARE. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:housekeeping_clock_count:1      ","Attribute","housekeeping_clock_count","n/a","cassini","The housekeeping_clock_count element provides the spacecraft clock value at the time that slow housekeeping was collected. Slow housekeeping is the gathering of all available engineering data values, or items, that pertain to and describe the condition of the instrument itself. Typically this value is read from the last (most recent) housekeeping packet received before the end of the spectral cube downlink.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:image_observation_type:1        ","Attribute","image_observation_type","n/a","cassini","The image_observation_type element identifies the type or purpose of an observation that may be associated with an image. Image observation types include limb, black sky, spacecraft calibration, or other image attribute that may be used for identification.","atm","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:inst_cmprs_name:1               ","Attribute","inst_cmprs_name","n/a","cassini","The inst_cmprs_name element identifies the type of on-board compression used for data storage and transmission.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:inst_cmprs_ratio:1              ","Attribute","inst_cmprs_ratio","n/a","cassini","The inst_cmprs_ratio element provides the ratio of the size, in bytes, of the original uncompressed data file to its compressed form. A value of -999 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Real","0","1","-999","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:instrument_data_rate:1          ","Attribute","instrument_data_rate","n/a","cassini","The instrument_data_rate element provides the rate at which data were transmitted from an instrument to the spacecraft.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:instrument_mode_id:1            ","Attribute","instrument_mode_id","n/a","cassini","The instrument_mode_id element provides an instrument-dependent designation of operating mode. This may be simply a number, letter or code, or a word such as 'normal', 'full resolution', 'near encounter', or 'fixed grating'.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:instrument_temperature_spectrometer:1","Attribute","instrument_temperature_spectrometer","n/a","cassini","The instrument_temperature_spectrometer element gives the nominal temperature of the spectrometer body. It is calculated as the mean of two samples of the spectrometer body temperature. ","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:instrument_temperature_grating:1","Attribute","instrument_temperature_grating","n/a","cassini","The instrument_temperature_grating element gives the nominal temperature of the spectrometer grating. ","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:integration_delay_flag:1        ","Attribute","integration_delay_flag","n/a","cassini","The integration_delay_flag indicates whether the integration time for a rapidly acquired spectral cube was extended by shrinking the pixel synch pulse.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:integration_delay_flag:2         Value:DISABLED","Value","DISABLED","","","Integration delay was disabled."
"cassini:VIMS_Specific_Attributes:2       cassini:integration_delay_flag:2         Value:ENABLED","Value","ENABLED","","","Integration delay was enabled."
"cassini:VIMS_Specific_Attributes:2       cassini:interframe_delay_duration:1     ","Attribute","interframe_delay_duration","n/a","cassini","The interframe_delay_duration element provides the duration of the delay between the end of one frame and the start of the next to allow time for the scanning mirror to return to its starting position.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:interline_delay_duration:1      ","Attribute","interline_delay_duration","n/a","cassini","The interline_delay_duration element provides the duration of the delay between the end of one line of an image and the start of the next. Note: For Cassini, this refers to the infrared line. Time is allowed for: 1) the infrared duration mirror to return to its starting point, 2) collection of background data and 3) the alignment of the exposure center times between the infrared and visible channels.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:missing_packet_flag:1           ","Attribute","missing_packet_flag","n/a","cassini","The missing_packet_flag element indicates whether or not there were telemetry packets that were expected but not received. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:missing_packet_flag:2            Value:NO","Value","NO","","","There are no missing packets."
"cassini:VIMS_Specific_Attributes:2       cassini:missing_packet_flag:2            Value:YES","Value","YES","","","There are missing packets."
"cassini:VIMS_Specific_Attributes:2       cassini:missing_packet_flag:2            Value:Information not prov","Value","Information not provided","","","The information was not provided in the original PDS3."
"cassini:VIMS_Specific_Attributes:2       cassini:missing_pixels:1                ","Attribute","missing_pixels","n/a","cassini","The missing_pixels element provides the number of pixels missing from an image or observation. Note: For Cassini, this refers to the core of a spectral cube, which indicates that the expected number of pixels (as determined by the commanded cube dimensions) did not arrive. The positions of these pixels are filled with CORE_NULL. Pixels purposefully set to CORE_NULL (e.g., due to time insertion) are not included in this total.","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:VIMS_Specific_Attributes:2       cassini:native_start_time:1             ","Attribute","native_start_time","n/a","cassini","Ephemeris time in seconds past J2000 at the beginning of a time period of interest.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:native_stop_time:1              ","Attribute","native_stop_time","n/a","cassini","Ephemeris time in seconds past J2000 at the end of a time period of interest.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:observation_id:1                ","Attribute","observation_id","n/a","cassini","The observation_id element uniquely identifies a scientific observation.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:offset_flag:1                   ","Attribute","offset_flag","n/a","cassini","The offset_flag element indicates whether an offset was used to shift or displace a data value. Note: For Cassini, this indicates whether an Occultation Mode spectral cube used the commanded X_OFFSET and Z_OFFSET ('OFF') or used offsets calculated by the flight software from the non- Occultation Mode spectral cube ('ON').","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:offset_flag:2                    Value:OFF","Value","OFF","","","Used the commanded x_offset and z_offset"
"cassini:VIMS_Specific_Attributes:2       cassini:offset_flag:2                    Value:ON","Value","ON","","","Used offsets calculated by flight software"
"cassini:VIMS_Specific_Attributes:2       cassini:optics_temperature_ir_1:1       ","Attribute","optics_temperature_ir_1","n/a","cassini","The optics_temperature_ir_1 element provides the temperature of the VIMS primary IR optics. ","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:optics_temperature_ir_2:1       ","Attribute","optics_temperature_ir_2","n/a","cassini","The optics_temperature_ir_2 element provides the temperature of the VIMS secondary IR optics. ","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:optics_temperature_vis:1        ","Attribute","optics_temperature_vis","n/a","cassini","The optics_temperature_vis element provides the temperature of the VIMS visual optics. Note: If the channel wasn't used, the respective value(s) were set to -999. ","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:VIMS_Specific_Attributes:2       cassini:overwritten_channel_flag:1      ","Attribute","overwritten_channel_flag","n/a","cassini","The overwritten_channel_flag element indicates whether spectral data was sacrificed in lieu of more precise timing information. Note: For Cassini, if the flag is set to 'On', the observation time values are collected for each pixel and stored in the backplanes of the spectral cube. The spectral data in channels 347-352 will be set to the value -8192.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:overwritten_channel_flag:2       Value:OFF","Value","OFF","","","Spectral data not overwritten"
"cassini:VIMS_Specific_Attributes:2       cassini:overwritten_channel_flag:2       Value:ON","Value","ON","","","Spectral data overwritten as noted in definition"
"cassini:VIMS_Specific_Attributes:2       cassini:packing_flag:1                  ","Attribute","packing_flag","n/a","cassini","The packing_flag element indicates whether multiple spectral cubes were packed and stored as a single spectral cube product, due to their small size and lack of unique timing information.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:packing_flag:2                   Value:OFF","Value","OFF","","","Packing was not used."
"cassini:VIMS_Specific_Attributes:2       cassini:packing_flag:2                   Value:ON","Value","ON","","","Packing was used."
"cassini:VIMS_Specific_Attributes:2       cassini:parameter_set_id:1              ","Attribute","parameter_set_id","n/a","cassini","The parameter_set_id element identifies the parameter set which was used to produce the data file. Note: For Cassini VIMS, is based on the observation ID. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:pds3_product_creation_time:1    ","Attribute","pds3_product_creation_time","n/a","cassini","The pds3_product_creation_time element provides the creation time of the original PDS3 product. It is included in the label for historical reasons.","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:VIMS_Specific_Attributes:2       cassini:pds3_product_version_type:1     ","Attribute","pds3_product_version_type","n/a","cassini","The pds3_product_version_type element provides the instrument teams internal version type of the original PDS3 products. In products submitted to PDS, the only value for this keyword is FINAL. This attribute is included in the PDS4 label for historical reasons. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:pds3_target_desc:1              ","Attribute","pds3_target_desc","n/a","cassini","The pds3_target_desc element provides the value for TARGET_DESC given in the PDS3 label. The name of the intended target for which the exposure was calculated/selected in the given image. May include calibration type information. This frequently provides a more accurate clue to the actual target than does the PDS3 keyword TARGET_NAME. For many observations (e.g., those targeted at the rings) neither gives the correct information). ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:pds3_target_name:1              ","Attribute","pds3_target_name","n/a","cassini","The pds3_target_name element provides the value for TARGET_NAME given in the PDS3 label. The name of the intended target based on the Predicted Events File (PEF). For many observations the value is not the actual target (e.g., it may indicate Saturn, while the observation was of some other target based on an offset from Saturn). The most accurate, though potentially flawed identification of the intended target is given in the Target_Identification class elsewhere in the label. This attribute is included in the PDS4 label for historical reasons. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:pre-pds_version_number:1        ","Attribute","pre-pds_version_number","n/a","cassini","The pre-pds_version_number element provides the version number product used internally by the provider. For ISS, the value was included in the PDS3 product filenames, but is not included in the PDS4 filenames. This attribute preserves the information primarily for historical reasons since only one of the internal versions of any ISS product was delivered to PDS. The internal versions were used because the same image may have been built multiple times due to multiple downlinks, or multiple TDS queries, etc. In every case, the best available internal version was the version submitted to PDS. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_ir:1           ","Attribute","power_state_flag_ir","n/a","cassini","The power_state_flag_ir element indicates whether the infrared channel is turned on or off."","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_ir:2            Value:OFF","Value","OFF","","","Power was off."
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_ir:2            Value:ON","Value","ON","","","Power was on."
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_vis:1          ","Attribute","power_state_flag_vis","n/a","cassini","The power_state_flag_vis element indicates whether the visible channel is turned on or off."","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_vis:2           Value:OFF","Value","OFF","","","Power was off."
"cassini:VIMS_Specific_Attributes:2       cassini:power_state_flag_vis:2           Value:ON","Value","ON","","","Power was on."
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_ir:1           ","Attribute","sampling_mode_id_ir","n/a","cassini","The sampling_mode_id_ir element identifies the resolution mode of the infrared channel.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_ir:2            Value:NORMAL","Value","NORMAL","","","Indicates that normal IR mirror motion was used during the acquisition of background sampling data."
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_ir:2            Value:HI-RES","Value","HI-RES","","","Indicates the high resolution sampling mode was used. Reduces the angular size in the X direction to 0.25 mrad. Angular size in the Z direction remains 0.5 mrad. "
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_ir:2            Value:NYQUIST","Value","NYQUIST","","","A timer is added to inhibit the X-Axis mirror step during data collection. At the end of Pixel_Sync the mirror is enabled for one-half the integration time minus the 3ms Pixel_Sync pulse width plus .5ms margin. This causes the 0.0 mrad mirror location and the 0.25 mrad mirror location to be integrated as a pixel followed by the 0.25 mirror location and the 0.50 mirror location. At the end of a row the mirror moves down a pixel. Leaving the cube dimension (in pixels) unchanged reduces the field of view to 1/2 of normal in the X direction (with 50% overlap with neighboring pixels), but normal in the Z direction. The value UNDER for this attribute has the same meaning. "
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_ir:2            Value:UNDER","Value","UNDER","","","Same as NYQUIST"
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_vis:1          ","Attribute","sampling_mode_id_vis","n/a","cassini","The sampling_mode_id_vis element identifies the resolution mode of the visible channel. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_vis:2           Value:NORMAL","Value","NORMAL","","","Indicates that normal IR mirror motion was used. The resulting angular size in both Z and X is 0.5 mrad. "
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_vis:2           Value:HI-RES","Value","HI-RES","","","Indicates the high resolution sampling mode was used.The resulting angular size in both Z and X is 0.167 mrad. "
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_vis:2           Value:N/A","Value","N/A","","","The visual channel was powered off."
"cassini:VIMS_Specific_Attributes:2       cassini:sampling_mode_id_vis:2           Value:Not applicable","Value","Not applicable","","","The visual channel was powered off."
"cassini:VIMS_Specific_Attributes:2       cassini:scan_mode_id:1                  ","Attribute","scan_mode_id","n/a","cassini","The scan_mode_id element identifies one of several internal rates for data acquisition by an instrument.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:sequence_id:1                   ","Attribute","sequence_id","n/a","cassini","TThe sequence_id element provides an identification of the spacecraft sequence associated with the given product.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:sequence_title:1                ","Attribute","sequence_title","n/a","cassini","The sequence_title element provides the team lead assigned title, if any, to a particular observation sequence of which this image was a part. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:shutter_state_flag:1            ","Attribute","shutter_state_flag","n/a","cassini","The shutter_state_flag element indicates the state of of VIMS IR shutter at the time of an exposure.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:shutter_state_flag:2             Value:DISABLED","Value","DISABLED","","","The shutter is disabled."
"cassini:VIMS_Specific_Attributes:2       cassini:shutter_state_flag:2             Value:ENABLED","Value","ENABLED","","","The shutter is enabled."
"cassini:VIMS_Specific_Attributes:2       cassini:snapshot_mode_flag:1            ","Attribute","snapshot_mode_flag","n/a","cassini","The snapshot_mode_flag element indicates whether the instrument was to end data collection either after one instance or after the commanded duration.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:snapshot_mode_flag:2             Value:OFF","Value","OFF","","","Instrument collection ended after commanded duration."
"cassini:VIMS_Specific_Attributes:2       cassini:snapshot_mode_flag:2             Value:ON","Value","ON","","","Instrument collection ended after one spectral cube."
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_editing_flag:1         ","Attribute","spectral_editing_flag","n/a","cassini","The spectral_editing_flag element indicates whether the spectral cube has been reduced to a subset of the bands in the original cube.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_editing_flag:2          Value:OFF","Value","OFF","","","No original bands were intentionally omitted."
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_editing_flag:2          Value:ON","Value","ON","","","Spectral cube has been reduced. See BAND_BIN_ORIGINAL_BAND to determine which bands are present."
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_summing_flag:1         ","Attribute","spectral_summing_flag","n/a","cassini","The spectral_summing_flag element indicates whether this cube has had its bands summed (in groups of 8) to reduce the SSR data volume. If so, each bin contains the sum of its group of 8. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_summing_flag:2          Value:OFF","Value","OFF","","","No summing was used."
"cassini:VIMS_Specific_Attributes:2       cassini:spectral_summing_flag:2          Value:ON","Value","ON","","","Spectral cube was summed on the spacecraft. If so, the summing was in done in groups of 8 bins, and each bin contains the sum of its group of 8. "
"cassini:VIMS_Specific_Attributes:2       cassini:start_time_doy:1                ","Attribute","start_time_doy","n/a","cassini","The start_time_doy element provides the time of shutter open. Calculated from spacecraft clock of shutter close less the exposure duration. Expressed in UTC format, and includes subRTI resolution. (A subRTI is approximately 4 msec (1/256 second)). When the shutter was inhibited (ie SHUTTER_STATE_ID=”DISABLED”), the START_TIME = STOP_TIME, and both represent the start of the exposure window during the prepare cycle of the image. This value corresponds to the value for start_date_time given in the Time Coordinates section of the label in the year day-of-year format of the original PDS3 label. ","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:VIMS_Specific_Attributes:2       cassini:stop_time_doy:1                 ","Attribute","stop_time_doy","n/a","cassini","The stop_time_doy element provides the time of shutter close from spacecraft clock (UTC). Identical to image_time. Includes subRTI resolution. (A subRTI is approximately 4 msec (1/256 second)). When the shutter was inhibited (ie SHUTTER_STATE_ID=”DISABLED”), the START_TIME = STOP_TIME, and both represent the start of the exposure window during the prepare cycle of the image. This value corresponds to the value for stop_date_time given in the Time Coordinates section of the label in the year day-of-year format of the original PDS3 label. ","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:VIMS_Specific_Attributes:2       cassini:swath_length:1                  ","Attribute","swath_length","n/a","cassini","The swath_length element provides the number of pixels (in the lines direction) collected for a spectral cube during an observation. Note: For Cassini, this will differ from CORE_ITEMS for Occultation Mode cubes.","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","INTEGER"
"cassini:VIMS_Specific_Attributes:2       cassini:swath_width:1                   ","Attribute","swath_width","n/a","cassini","The swath_width element provides the number of pixels (in the samples direction) collected for a spectral cube during an observation. Note: For Cassini, this will differ from CORE_ITEMS for Occultation Mode cubes.","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","INTEGER"
"cassini:VIMS_Specific_Attributes:2       cassini:telemetry_format_id:1           ","Attribute","telemetry_format_id","n/a","cassini","The telemetry_format_id element supplies a telemetry format code.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:x_offset:1                      ","Attribute","x_offset","n/a","cassini","The x_offset element indicates a shift or displacement of a data value in the x-direction. Note: For Cassini, this refers to the commanded mirror offset (in the x direction) within the infrared normal resolution field of view. For visible and infrared, the actual data collection area will differ when not in normal resolution mode.","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","INTEGER"
"cassini:VIMS_Specific_Attributes:2       cassini:z_offset:1                      ","Attribute","z_offset","n/a","cassini","The z_offset element indicates a shift or displacement of a data value in the z-direction. Note: For Cassini, this refers to the commanded mirror offset (in the z direction) within the infrared normal resolution field of view. For visible and infrared, the actual data collection area will differ when not in normal resolution mode.","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","INTEGER"
"cassini:PPI_Specific_Attributes:1       ","Class","PPI_Specific_Attributes","1.0.0.0","cassini","The PPI Specific Attributes class provides local attributes used by fields and particles instruments.","atm","","","","","","","","","","",""
"cassini:PPI_Specific_Attributes:2        cassini:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","cassini","The mission_phase_name identifies a time period within the mission.","atm","ASCII_Short_String_Preserved","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:PPI_Specific_Attributes:2        cassini:mission_phase_name:2             Value:Launch","Value","Launch","","","1997-10-15 to 1997-10-17"
"cassini:PPI_Specific_Attributes:2        cassini:mission_phase_name:2             Value:TCM 1","Value","TCM 1","","","1997-10-18 to 1997-11-14"
"cassini:PPI_Specific_Attributes:2        cassini:mission_phase_name:2             Value:Interplanetary Cruis","Value","Interplanetary Cruise","","","1997-11-14 to 1999-11-07"
"cassini:PPI_Specific_Attributes:2        cassini:mission_phase_name:2             Value:Venus 1 Cruise","Value","Venus 1 Cruise","","","1997-11-14 to 1998-09-13"
